run_id,split,label,probability
1,train,0,0.8933060765266418
1,train,0,0.8409088253974915
1,train,1,0.8933060765266418
1,train,1,0.8933060765266418
1,train,1,0.8409088253974915
1,train,1,0.8933060765266418
1,train,1,0.8933060765266418
1,train,1,0.9984970092773438
1,train,1,0.8409088253974915
1,train,1,0.8933060765266418
1,train,1,0.8933060765266418
1,train,1,0.8612792491912842
1,train,0,2.3566208034470617E-21
1,train,0,2.3566208034470617E-21
1,train,1,0.8364561796188354
1,train,0,0.8977441787719727
1,train,0,3.444420042155588E-13
1,train,1,0.9984970092773438
1,train,1,0.9668996334075928
1,train,0,3.444420042155588E-13
1,train,0,4.077766967545579E-21
1,train,1,0.9485630393028259
1,train,1,0.9485630393028259
1,train,1,0.9668996334075928
1,train,1,0.9984970092773438
1,train,1,0.9984970092773438
1,train,1,0.9984970092773438
1,train,0,0.010152854956686497
1,train,1,0.9984970092773438
1,train,1,0.9984970092773438
1,train,1,0.9984970092773438
1,train,1,0.9984970092773438
1,train,1,0.9984970092773438
1,train,1,0.9984970092773438
1,train,1,0.9984970092773438
1,train,1,0.9984970092773438
1,train,0,1.8268633134033152E-13
1,train,0,0.7908052802085876
1,train,1,0.9984970092773438
1,train,1,0.9984970092773438
1,train,1,0.9984970092773438
1,train,1,0.9984970092773438
1,train,1,0.9984970092773438
1,train,1,0.9984970092773438
1,train,1,0.9984970092773438
1,train,0,0.9017452001571655
1,train,1,0.9984970092773438
1,train,0,0.6895698308944702
1,train,0,0.7908052802085876
1,train,1,0.9984970092773438
1,train,1,0.9984970092773438
1,train,0,1.8268633134033152E-13
1,train,1,0.9984970092773438
1,train,0,0.028975535184144974
1,train,0,0.785241425037384
1,train,0,1.8268633134033152E-13
1,train,1,0.9056174159049988
1,train,0,0.2614554464817047
1,train,0,0.2614554464817047
1,train,1,0.9949706196784973
1,train,1,0.9589420557022095
1,train,1,0.9589420557022095
1,train,1,0.9980344772338867
1,train,1,0.9910019040107727
1,train,1,0.989447295665741
1,train,1,0.9364867806434631
1,train,1,0.9364867806434631
1,train,1,0.9364867806434631
1,train,1,0.6091169118881226
1,train,1,0.924603283405304
1,train,1,0.9905834794044495
1,train,1,0.9510403871536255
1,train,1,0.9364867806434631
1,train,1,0.9589420557022095
1,train,1,0.9905834794044495
1,train,1,0.995271623134613
1,train,0,0.9589420557022095
1,train,1,0.9580130577087402
1,train,0,4.2616943502805926E-13
1,train,1,0.9763842821121216
1,train,1,0.9984970092773438
1,train,1,0.9984970092773438
1,train,1,0.9984970092773438
1,train,0,0.9460481405258179
1,train,1,0.9984970092773438
1,train,1,0.9984970092773438
1,train,1,0.9984970092773438
1,train,1,0.9984970092773438
1,train,1,0.9984970092773438
1,train,1,0.9984970092773438
1,train,1,0.9984970092773438
1,train,1,0.9984970092773438
1,train,1,0.9984970092773438
1,train,1,0.9984970092773438
1,train,1,0.9984970092773438
1,train,0,3.212073736459329E-22
1,train,1,2.7131837493929792E-14
1,train,1,0.4583613872528076
1,train,0,3.212073736459329E-22
1,train,0,0.04659752920269966
1,train,0,0.5467439293861389
1,train,1,0.5622183680534363
1,train,1,0.1897556632757187
1,train,0,0.12280868738889694
1,train,0,0.18707461655139923
1,train,0,0.18707461655139923
1,train,0,0.18707461655139923
1,train,0,3.212073736459329E-22
1,train,0,3.212073736459329E-22
1,train,0,3.212073736459329E-22
1,train,0,3.212073736459329E-22
1,train,0,3.212073736459329E-22
1,train,0,3.212073736459329E-22
1,train,1,0.2345343679189682
1,train,0,0.2228262722492218
1,train,0,0.12022984027862549
1,train,0,0.12022984027862549
1,train,0,0.32982927560806274
1,train,0,1.0882668140192775E-22
1,train,0,1.0882668140192775E-22
1,train,0,1.792756457963133E-22
1,train,0,1.792756457963133E-22
1,train,0,1.792756457963133E-22
1,train,0,1.792756457963133E-22
1,train,0,1.792756457963133E-22
1,train,0,0.04738268256187439
1,train,0,0.04738268256187439
1,train,0,1.792756457963133E-22
1,train,0,1.792756457963133E-22
1,train,0,1.792756457963133E-22
1,train,0,0.4583613872528076
1,train,0,0.4583613872528076
1,train,0,0.47488322854042053
1,train,0,0.07062306255102158
1,train,0,0.14556914567947388
1,train,0,0.04000770300626755
1,train,0,0.04000770300626755
1,train,0,0.04000770300626755
1,train,0,0.04000770300626755
1,train,0,0.04000770300626755
1,train,1,0.12022984027862549
1,train,1,0.12022984027862549
1,train,0,0.2228262722492218
1,train,0,0.12022984027862549
1,train,0,0.12022984027862549
1,train,0,0.12022984027862549
1,train,0,0.12022984027862549
1,train,0,0.12022984027862549
1,train,0,0.1589079648256302
1,train,0,1.792756457963133E-22
1,train,0,1.792756457963133E-22
1,train,0,1.792756457963133E-22
1,train,0,0.04738268256187439
1,train,0,0.04738268256187439
1,train,0,0.07062306255102158
1,train,0,0.07062306255102158
1,train,0,0.07062306255102158
1,train,0,0.10350283235311508
1,train,0,7.765856405476338E-15
1,train,1,0.10350283235311508
1,train,0,0.10350283235311508
1,train,0,0.18375855684280396
1,train,0,0.18375855684280396
1,train,0,0.18375855684280396
1,train,0,0.18375855684280396
1,train,0,0.32079875469207764
1,train,0,0.18375855684280396
1,train,0,0.18375855684280396
1,train,0,0.18375855684280396
1,train,0,0.10722479224205017
1,train,0,0.10722479224205017
1,train,0,0.22926415503025055
1,train,0,0.10350283235311508
1,train,0,0.10722479224205017
1,train,0,0.10350283235311508
1,train,0,0.10350283235311508
1,train,0,0.10350283235311508
1,train,0,0.10350283235311508
1,train,0,0.10350283235311508
1,train,0,0.10350283235311508
1,train,0,0.408761590719223
1,train,0,0.20562151074409485
1,train,0,0.13764174282550812
1,train,1,0.10722479224205017
1,train,0,0.10722479224205017
1,train,0,0.05992811173200607
1,train,1,0.32079875469207764
1,train,0,0.18375855684280396
1,train,0,0.18375855684280396
1,train,0,0.18375855684280396
1,train,0,0.18375855684280396
1,train,1,0.18375855684280396
1,train,0,0.18375855684280396
1,train,0,0.18375855684280396
1,train,0,0.10722479224205017
1,train,0,0.10722479224205017
1,train,0,0.10722479224205017
1,train,0,0.20562151074409485
1,train,0,0.10350283235311508
1,train,0,0.812506377696991
1,train,1,0.962894856929779
1,train,1,0.962894856929779
1,train,1,0.9323136210441589
1,train,1,0.962894856929779
1,train,1,0.962894856929779
1,train,1,0.962894856929779
1,train,1,0.962894856929779
1,train,1,0.962894856929779
1,train,0,0.028158117085695267
1,train,1,0.9801723957061768
1,train,1,0.9801723957061768
1,train,1,0.41441482305526733
1,train,0,0.10568897426128387
1,train,0,0.320266991853714
1,train,1,0.7306208610534668
1,train,1,0.5900982618331909
1,train,0,0.320266991853714
1,train,0,0.12004547566175461
1,train,0,0.12004547566175461
1,train,0,0.12004547566175461
1,train,0,6.8707517974052885E-22
1,train,0,0.12004547566175461
1,train,0,0.12004547566175461
1,train,0,0.115936279296875
1,train,0,0.12004547566175461
1,train,0,0.06752131879329681
1,train,0,0.115936279296875
1,train,0,0.12004547566175461
1,train,0,0.12004547566175461
1,train,0,0.12004547566175461
1,train,0,0.115936279296875
1,train,0,0.022274021059274673
1,train,0,0.12004547566175461
1,train,0,0.022274021059274673
1,train,0,0.115936279296875
1,train,0,0.115936279296875
1,train,0,0.2941977381706238
1,train,0,0.022274021059274673
1,train,0,0.11056312173604965
1,train,0,0.01992778107523918
1,train,0,0.09602957963943481
1,train,0,0.4631747305393219
1,train,0,0.028158117085695267
1,train,0,0.115936279296875
1,train,0,1.0443068774326762E-22
1,train,0,0.2941977381706238
1,train,0,0.028158117085695267
1,train,0,0.42794734239578247
1,train,1,0.43987247347831726
1,train,0,0.2941977381706238
1,train,0,0.028158117085695267
1,train,0,1.0443068774326762E-22
1,train,0,0.2941977381706238
1,train,0,0.2941977381706238
1,train,0,0.2941977381706238
1,train,0,0.2941977381706238
1,train,0,0.2941977381706238
1,train,0,0.07663539052009583
1,train,0,0.43987247347831726
1,train,0,0.115936279296875
1,train,1,0.43987247347831726
1,train,0,0.115936279296875
1,train,0,0.12004547566175461
1,train,0,0.12004547566175461
1,train,0,0.12004547566175461
1,train,0,0.12004547566175461
1,train,1,0.17094895243644714
1,train,0,0.12004547566175461
1,train,1,0.43987247347831726
1,train,0,0.115936279296875
1,train,0,0.022274021059274673
1,train,0,0.115936279296875
1,train,1,0.43987247347831726
1,train,1,0.43987247347831726
1,train,1,0.2941977381706238
1,train,1,0.43987247347831726
1,train,0,0.06752131879329681
1,train,0,0.028158117085695267
1,train,0,0.01186709851026535
1,train,0,0.115936279296875
1,train,0,0.022274021059274673
1,train,0,0.022274021059274673
1,train,0,0.115936279296875
1,train,0,0.022274021059274673
1,train,0,0.022274021059274673
1,train,0,0.022274021059274673
1,train,0,0.115936279296875
1,train,0,0.115936279296875
1,train,0,0.022274021059274673
1,train,0,0.022274021059274673
1,train,0,0.022274021059274673
1,train,0,0.022274021059274673
1,train,0,0.06752131879329681
1,train,0,0.06752131879329681
1,train,0,0.06752131879329681
1,train,0,0.06752131879329681
1,train,0,0.06752131879329681
1,train,0,0.06752131879329681
1,train,1,0.2941977381706238
1,train,0,0.06752131879329681
1,train,0,0.06752131879329681
1,train,0,0.07663539052009583
1,train,0,0.022274021059274673
1,train,0,0.0421939492225647
1,train,0,0.2941977381706238
1,train,0,0.2941977381706238
1,train,0,0.007594643160700798
1,train,0,0.022274021059274673
1,train,0,0.022274021059274673
1,train,0,0.2941977381706238
1,train,0,0.0421939492225647
1,train,0,0.022274021059274673
1,train,0,0.12004547566175461
1,train,0,0.12004547566175461
1,train,0,0.115936279296875
1,train,0,0.10079467296600342
1,train,0,0.10079467296600342
1,train,0,0.01186709851026535
1,train,0,0.25511616468429565
1,train,0,0.25511616468429565
1,train,0,0.25511616468429565
1,train,1,0.2941977381706238
1,train,0,0.10079467296600342
1,train,0,0.25511616468429565
1,train,0,0.25511616468429565
1,train,0,0.25511616468429565
1,train,0,0.05615590140223503
1,train,0,0.10079467296600342
1,train,0,0.25511616468429565
1,train,0,0.25511616468429565
1,train,0,0.25511616468429565
1,train,0,0.10079467296600342
1,train,0,0.25511616468429565
1,train,0,0.25511616468429565
1,train,1,0.43987247347831726
1,train,0,0.022274021059274673
1,train,0,1.203175692410241E-8
1,train,0,0.13505829870700836
1,train,1,0.2941977381706238
1,train,0,0.2941977381706238
1,train,0,0.43987247347831726
1,train,0,0.2941977381706238
1,train,0,0.39219239354133606
1,train,0,0.39219239354133606
1,train,0,0.25511616468429565
1,train,1,0.05615590140223503
1,train,0,0.05615590140223503
1,train,0,0.05615590140223503
1,train,0,0.10079467296600342
1,train,0,0.10079467296600342
1,train,0,0.39219239354133606
1,train,0,0.25511616468429565
1,train,0,0.10079467296600342
1,train,0,0.01170793455094099
1,train,0,0.10079467296600342
1,train,0,0.01170793455094099
1,train,0,0.39219239354133606
1,train,0,0.10079467296600342
1,train,0,0.10079467296600342
1,train,0,0.06384089589118958
1,train,0,0.25511616468429565
1,train,0,0.25511616468429565
1,train,0,0.10079467296600342
1,train,0,0.05615590140223503
1,train,0,0.25511616468429565
1,train,0,0.01837470382452011
1,train,0,0.01837470382452011
1,train,0,0.05615590140223503
1,train,0,0.25511616468429565
1,train,0,0.05615590140223503
1,train,0,0.25511616468429565
1,train,0,0.10079467296600342
1,train,0,0.05615590140223503
1,train,0,0.05615590140223503
1,train,0,0.05615590140223503
1,train,0,0.05615590140223503
1,train,0,0.10079467296600342
1,train,0,0.09727159142494202
1,train,1,0.05615590140223503
1,train,0,0.05615590140223503
1,train,0,0.09727159142494202
1,train,0,0.05615590140223503
1,train,0,0.05615590140223503
1,train,0,0.19457672536373138
1,train,0,0.19457672536373138
1,train,0,0.05615590140223503
1,train,0,0.05615590140223503
1,train,0,0.05615590140223503
1,train,1,0.01837470382452011
1,train,0,0.021802183240652084
1,train,0,0.01837470382452011
1,train,0,0.01837470382452011
1,train,0,0.01837470382452011
1,train,0,0.021802183240652084
1,train,0,0.01837470382452011
1,train,0,0.021802183240652084
1,train,0,0.021802183240652084
1,train,0,0.05615590140223503
1,train,0,0.05615590140223503
1,train,0,0.05615590140223503
1,train,0,0.05615590140223503
1,train,0,0.25511616468429565
1,train,0,0.39219239354133606
1,train,0,0.39219239354133606
1,train,0,0.39219239354133606
1,train,0,0.39219239354133606
1,train,0,0.25511616468429565
1,train,0,0.25511616468429565
1,train,0,0.39219239354133606
1,train,0,0.39219239354133606
1,train,0,0.25511616468429565
1,train,0,0.39219239354133606
1,train,0,0.39219239354133606
1,train,0,0.25511616468429565
1,train,0,0.3806813657283783
1,train,0,0.39219239354133606
1,train,0,0.25511616468429565
1,train,0,0.39219239354133606
1,train,0,0.021802183240652084
1,train,0,0.09727159142494202
1,train,0,0.021802183240652084
1,train,0,0.021802183240652084
1,train,1,0.14487911760807037
1,train,0,0.01837470382452011
1,train,0,0.01837470382452011
1,train,0,0.01837470382452011
1,train,0,0.029572047293186188
1,train,0,0.01837470382452011
1,train,0,0.01837470382452011
1,train,0,0.25511616468429565
1,train,0,0.10079467296600342
1,train,0,0.25511616468429565
1,train,0,0.39219239354133606
1,train,0,0.25511616468429565
1,train,0,0.25511616468429565
1,train,0,0.25511616468429565
1,train,0,0.25511616468429565
1,train,0,0.25511616468429565
1,train,0,0.021802183240652084
1,train,0,0.09727159142494202
1,train,1,0.39219239354133606
1,train,1,0.19457672536373138
1,train,1,0.25511616468429565
1,train,0,0.01837470382452011
1,train,0,0.05615590140223503
1,train,0,0.10079467296600342
1,train,0,0.25511616468429565
1,train,0,0.25511616468429565
1,train,0,0.021802183240652084
1,train,0,0.021802183240652084
1,train,0,0.25511616468429565
1,train,0,0.25511616468429565
1,train,0,0.25511616468429565
1,train,0,0.25511616468429565
1,train,0,0.01837470382452011
1,train,0,0.39219239354133606
1,train,0,0.01837470382452011
1,train,1,0.35797086358070374
1,train,0,0.39219239354133606
1,train,0,0.10079467296600342
1,train,0,0.01837470382452011
1,train,0,0.14923831820487976
1,train,0,0.01837470382452011
1,train,0,0.01837470382452011
1,train,0,0.01837470382452011
1,train,0,0.01837470382452011
1,train,0,0.09727159142494202
1,train,1,0.25511616468429565
1,train,0,0.01837470382452011
1,train,1,0.512302815914154
1,train,0,0.14923831820487976
1,train,0,0.14923831820487976
1,train,0,0.14923831820487976
1,train,0,0.17596030235290527
1,train,0,0.14923831820487976
1,train,0,0.14923831820487976
1,train,0,0.35797086358070374
1,train,0,0.14923831820487976
1,train,0,0.09727159142494202
1,train,0,0.09727159142494202
1,train,0,0.09727159142494202
1,train,0,0.09727159142494202
1,train,0,0.09727159142494202
1,train,0,0.09727159142494202
1,train,0,0.05615590140223503
1,train,0,0.09727159142494202
1,train,0,0.05615590140223503
1,train,1,0.25511616468429565
1,train,0,0.09727159142494202
1,train,0,0.09727159142494202
1,train,0,0.05615590140223503
1,train,0,0.09727159142494202
1,train,0,0.05615590140223503
1,train,0,0.05615590140223503
1,train,0,0.09727159142494202
1,train,1,0.35797086358070374
1,train,0,0.14923831820487976
1,train,0,0.08830554038286209
1,train,0,0.14923831820487976
1,train,0,0.512302815914154
1,train,0,0.09727159142494202
1,train,0,0.05615590140223503
1,train,1,0.08830554038286209
1,train,1,0.08830554038286209
1,train,1,0.05615590140223503
1,train,0,0.05615590140223503
1,train,0,0.01837470382452011
1,train,0,0.021802183240652084
1,train,0,0.14923831820487976
1,train,0,0.14923831820487976
1,train,1,0.512302815914154
1,train,0,0.14923831820487976
1,train,1,0.512302815914154
1,train,1,0.1543218195438385
1,train,0,0.029572047293186188
1,train,1,0.5514076352119446
1,train,1,0.5514076352119446
1,train,1,0.5514076352119446
1,train,0,0.17030756175518036
1,train,1,0.3948325216770172
1,train,0,0.021802183240652084
1,train,0,0.07503210753202438
1,train,0,0.021802183240652084
1,train,0,0.021802183240652084
1,train,0,0.021802183240652084
1,train,1,0.1843828558921814
1,train,0,0.01837470382452011
1,train,0,0.01837470382452011
1,train,0,0.01837470382452011
1,train,0,0.01837470382452011
1,train,0,0.01837470382452011
1,train,0,0.01837470382452011
1,train,0,0.01837470382452011
1,train,0,0.01837470382452011
1,train,0,0.01837470382452011
1,train,0,0.19457672536373138
1,train,0,0.09727159142494202
1,train,0,0.09727159142494202
1,train,0,0.14923831820487976
1,train,0,0.14923831820487976
1,train,0,0.14923831820487976
1,train,0,0.14923831820487976
1,train,0,0.01837470382452011
1,train,1,0.01837470382452011
1,train,0,0.01837470382452011
1,train,0,0.021802183240652084
1,train,0,0.01837470382452011
1,train,0,0.01837470382452011
1,train,0,8.580671675650718E-23
1,train,0,0.09727159142494202
1,train,0,0.01837470382452011
1,train,0,0.14923831820487976
1,train,0,0.007589629851281643
1,train,0,0.14923831820487976
1,train,0,0.028590792790055275
1,train,0,0.14923831820487976
1,train,0,0.05615590140223503
1,train,0,0.09727159142494202
1,train,0,0.09727159142494202
1,train,0,0.09727159142494202
1,train,0,0.05615590140223503
1,train,0,0.05615590140223503
1,train,0,0.026727471500635147
1,train,0,0.026727471500635147
1,train,0,0.026727471500635147
1,train,0,0.2616753876209259
1,train,1,0.20011846721172333
1,train,0,0.2822730541229248
1,train,0,0.029572047293186188
1,train,0,0.029572047293186188
1,train,0,0.14923831820487976
1,train,0,0.2822730541229248
1,train,0,0.029572047293186188
1,train,0,0.14923831820487976
1,train,0,0.14923831820487976
1,train,0,0.029572047293186188
1,train,0,0.029572047293186188
1,train,0,0.029572047293186188
1,train,0,0.14923831820487976
1,train,0,0.19457672536373138
1,train,0,0.26901936531066895
1,train,0,0.2822730541229248
1,train,0,0.14923831820487976
1,train,0,0.14923831820487976
1,train,0,0.14923831820487976
1,train,0,0.2931486666202545
1,train,0,0.13650201261043549
1,train,0,0.3702584505081177
1,train,0,0.15610308945178986
1,train,0,0.15610308945178986
1,train,0,0.15610308945178986
1,train,0,0.04910820722579956
1,train,0,0.13650201261043549
1,train,0,0.027725419029593468
1,train,1,1.2442514195614568E-14
1,train,0,0.027725419029593468
1,train,0,0.04910820722579956
1,train,0,0.027725419029593468
1,train,0,0.04910820722579956
1,train,0,0.04910820722579956
1,train,0,0.14100489020347595
1,train,0,0.14100489020347595
1,train,0,0.14100489020347595
1,train,0,0.14100489020347595
1,train,0,0.05098538100719452
1,train,1,0.10180174559354782
1,train,1,0.31516626477241516
1,train,0,0.31516626477241516
1,train,0,0.05626245588064194
1,train,0,0.008891800418496132
1,train,0,0.09775779396295547
1,train,0,0.027725419029593468
1,train,0,0.027725419029593468
1,train,0,0.008891800418496132
1,train,0,0.027725419029593468
1,train,0,0.008891800418496132
1,train,0,0.027725419029593468
1,train,0,0.008891800418496132
1,train,0,0.14100489020347595
1,train,0,0.14100489020347595
1,train,1,0.14100489020347595
1,train,0,0.14100489020347595
1,train,0,0.14100489020347595
1,train,0,0.14100489020347595
1,train,0,0.14100489020347595
1,train,0,0.23821277916431427
1,train,0,0.23821277916431427
1,train,1,0.5514076352119446
1,train,1,0.5514076352119446
1,train,0,0.5514076352119446
1,train,0,0.31516626477241516
1,train,0,0.0530909039080143
1,train,0,0.31516626477241516
1,train,1,0.5514076352119446
1,train,1,0.5514076352119446
1,train,0,0.5514076352119446
1,train,0,0.31516626477241516
1,train,0,0.5514076352119446
1,train,0,0.31516626477241516
1,train,1,0.25760799646377563
1,train,1,0.25760799646377563
1,train,1,0.19663332402706146
1,train,0,0.25760799646377563
1,train,1,0.19663332402706146
1,train,0,0.2439991980791092
1,train,0,0.05685272067785263
1,train,0,0.25760799646377563
1,train,0,0.25760799646377563
1,train,0,0.19663332402706146
1,train,0,0.3948325216770172
1,train,0,0.25760799646377563
1,train,0,0.25760799646377563
1,train,0,0.31516626477241516
1,train,0,0.19663332402706146
1,train,0,0.05685272067785263
1,train,0,0.012503325007855892
1,train,0,0.31516626477241516
1,train,0,0.31516626477241516
1,train,0,0.31516626477241516
1,train,0,0.31516626477241516
1,train,0,5.257883017861786E-9
1,train,0,0.00985737144947052
1,train,0,0.00985737144947052
1,train,0,0.00985737144947052
1,train,1,0.25760799646377563
1,train,0,0.25760799646377563
1,train,0,0.25760799646377563
1,train,0,0.25760799646377563
1,train,0,0.3953125476837158
1,train,0,0.25760799646377563
1,train,0,0.09842540323734283
1,train,0,0.10198555141687393
1,train,0,0.3953125476837158
1,train,0,0.15408636629581451
1,train,0,0.015412288717925549
1,train,0,0.15408636629581451
1,train,0,0.05626245588064194
1,train,0,0.05626245588064194
1,train,0,0.05626245588064194
1,train,1,0.15408636629581451
1,train,1,0.15408636629581451
1,train,0,0.00985737144947052
1,train,0,0.00985737144947052
1,train,0,0.00985737144947052
1,train,0,0.00985737144947052
1,train,0,0.00985737144947052
1,train,0,0.00985737144947052
1,train,0,0.00985737144947052
1,train,0,0.00985737144947052
1,train,0,0.00985737144947052
1,train,0,0.00985737144947052
1,train,0,0.00985737144947052
1,train,0,0.00985737144947052
1,train,0,0.25760799646377563
1,train,0,0.25760799646377563
1,train,0,0.25760799646377563
1,train,0,0.25760799646377563
1,train,0,0.25760799646377563
1,train,0,0.25760799646377563
1,train,0,0.25760799646377563
1,train,0,0.25760799646377563
1,train,0,0.25760799646377563
1,train,0,0.25760799646377563
1,train,0,0.25760799646377563
1,train,0,0.25760799646377563
1,train,0,0.23821277916431427
1,train,1,0.19663332402706146
1,train,0,0.018611954525113106
1,train,0,0.09842540323734283
1,train,0,0.015948673710227013
1,train,0,0.015948673710227013
1,train,0,0.04899054020643234
1,train,0,0.14650598168373108
1,train,0,0.11385688930749893
1,train,0,0.00985737144947052
1,train,0,0.00985737144947052
1,train,0,0.00985737144947052
1,train,1,0.107328400015831
1,train,0,0.004050934221595526
1,train,0,0.00985737144947052
1,train,0,0.004050934221595526
1,train,0,0.00985737144947052
1,train,0,0.00985737144947052
1,train,0,0.018611954525113106
1,train,0,0.018611954525113106
1,train,0,0.15408636629581451
1,train,0,0.05685272067785263
1,train,0,0.08846738189458847
1,train,0,0.08533428609371185
1,train,0,0.05685272067785263
1,train,0,0.05685272067785263
1,train,0,0.25760799646377563
1,train,0,0.3953125476837158
1,train,0,0.08266034722328186
1,train,0,0.08266034722328186
1,train,0,0.02208269201219082
1,train,0,0.00985737144947052
1,train,0,0.030672859400510788
1,train,0,0.00985737144947052
1,train,0,0.00985737144947052
