system:index,Bio Sub,Chemical control,Invasion,Mowing 1st,Mowing 2nd,No change,Recurring,Waterlogging,Waterlogging 2,date,region,.geo
29,1.2354,0,1.1801,30.9410,0.6684,0,0.5081,0.0369,0,2022-06-01,GX,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,0.7468,0,2.0279,2.4057,0.1939,0,0.5624,0.0462,0,2022-07-01,GX,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,2.5000,0,1.7615,10.7356,0.7651,0,0.4417,0.0557,0.3049,2022-08-01,GX,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,6.5692,0,0.5615,2.4614,0.3130,0,0.1199,0,0.1201,2022-09-01,GX,"{""type"":""MultiPoint"",""coordinates"":[]}"
33,9.2301,0,0.5811,1.3313,0.1477,0,0.1657,0,0,2022-10-01,GX,"{""type"":""MultiPoint"",""coordinates"":[]}"
34,12.3632,0,0.1290,3.4441,0.3040,0,0.1842,0,0.0554,2022-11-01,GX,"{""type"":""MultiPoint"",""coordinates"":[]}"
35,3.3009,0,0.1102,2.0109,0.0740,0,0.1574,0,0,2022-12-01,GX,"{""type"":""MultiPoint"",""coordinates"":[]}"
36,1.4625,0,0.0275,2.6665,0.3128,0,0,0.0277,0,2023-01-01,GX,"{""type"":""MultiPoint"",""coordinates"":[]}"
37,0.2581,0,0.0368,2.6211,0.1108,0,0.1201,0.0924,0.1198,2023-02-01,GX,"{""type"":""MultiPoint"",""coordinates"":[]}"
38,1.5501,0,0.1015,2.1009,0.0460,0,0.1758,0,0.3694,2023-03-01,GX,"{""type"":""MultiPoint"",""coordinates"":[]}"
39,1.8165,0,0.2304,1.2240,0,0,0.0462,0.4620,0.0462,2023-04-01,GX,"{""type"":""MultiPoint"",""coordinates"":[]}"
40,4.7553,0,0.4317,0.9151,0,0,0.3321,0.5910,0,2023-05-01,GX,"{""type"":""MultiPoint"",""coordinates"":[]}"
41,2.8387,0,0.1283,3.5439,0.1199,0,0.4622,0.0184,0,2023-06-01,GX,"{""type"":""MultiPoint"",""coordinates"":[]}"
42,0.8485,0,0.0092,6.9351,0.5274,0,0.0923,1.0996,0,2023-07-01,GX,"{""type"":""MultiPoint"",""coordinates"":[]}"
43,1.2632,0.0553,0.9498,8.4748,0.1201,0,0.1196,0.8583,0.0369,2023-08-01,GX,"{""type"":""MultiPoint"",""coordinates"":[]}"
44,0.8110,0.0015,0.5988,23.8340,0.2318,0,1.6460,0.1845,0,2023-09-01,GX,"{""type"":""MultiPoint"",""coordinates"":[]}"
45,2.3046,0.0461,0.7011,16.9084,0.1858,0,0.7107,0.2121,0,2023-10-01,GX,"{""type"":""MultiPoint"",""coordinates"":[]}"
46,0.9037,0,0.5436,1.0531,0.0369,0,0.3875,0,0,2023-11-01,GX,"{""type"":""MultiPoint"",""coordinates"":[]}"
47,0.0734,0.0277,0.3136,0.9519,0.9812,0,0.1383,0,0,2023-12-01,GX,"{""type"":""MultiPoint"",""coordinates"":[]}"
48,0.1195,0.0554,0.2859,1.4952,0.2961,0,0.1200,0.0369,0,2024-01-01,GX,"{""type"":""MultiPoint"",""coordinates"":[]}"
49,0.6825,0.0923,0.3317,2.3914,0.0648,0,0.2493,0,0,2024-02-01,GX,"{""type"":""MultiPoint"",""coordinates"":[]}"
50,1.4479,0,0.2486,0.5533,0.1752,0,1.2999,0,0,2024-03-01,GX,"{""type"":""MultiPoint"",""coordinates"":[]}"
51,2.2683,0.0184,0.6910,0.1384,0.7475,0,3.1854,0,0,2024-04-01,GX,"{""type"":""MultiPoint"",""coordinates"":[]}"
52,2.3150,0,0.1741,0.1293,0.4336,0,1.1908,0.0553,0,2024-05-01,GX,"{""type"":""MultiPoint"",""coordinates"":[]}"
53,0.6549,0,0.1383,5.2466,0.1752,0,0.1753,0.0184,0,2024-06-01,GX,"{""type"":""MultiPoint"",""coordinates"":[]}"
54,0.2767,0,0.0553,7.6550,0.2962,0,0.3414,0,0,2024-07-01,GX,"{""type"":""MultiPoint"",""coordinates"":[]}"
55,0.9033,0.0185,0,24.9378,1.3014,0,0.0553,0,0,2024-08-01,GX,"{""type"":""MultiPoint"",""coordinates"":[]}"
56,2.7224,0.0743,0,25.1982,2.5294,0,0.0277,0,0,2024-09-01,GX,"{""type"":""MultiPoint"",""coordinates"":[]}"
57,2.2521,0.0237,0,22.1232,0.0738,0,0,0,0,2024-10-01,GX,"{""type"":""MultiPoint"",""coordinates"":[]}"
58,0.3768,0.0185,0,0.1385,0.0369,0,0.0461,0,0,2024-11-01,GX,"{""type"":""MultiPoint"",""coordinates"":[]}"
59,0,0,0,0,0,93.7974,0,0,0,2024-12-01,GX,"{""type"":""MultiPoint"",""coordinates"":[]}"
