system:index,Bio Sub,Chemical control,Invasion,Mowing 1st,Mowing 2nd,No change,Recurring,Waterlogging,Waterlogging 2,date,region,.geo
27,1.9645,0,120.7607,6.2721,0.1703,0,59.3184,0,0,2022-04-01,SH,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,2.7512,0,232.3925,28.9095,2.4230,0,30.3110,0,0,2022-05-01,SH,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,4.1304,0,250.2140,52.3530,2.7778,0,28.3309,0,0,2022-06-01,SH,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,7.6670,0,76.4888,58.6949,2.3285,0,19.5156,0.5348,0,2022-07-01,SH,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,5.8474,0,9.3606,126.5918,12.0341,0,11.6958,0.8914,0,2022-08-01,SH,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,5.0748,0,5.0710,109.2093,22.3893,0,2.0268,1.1206,0,2022-09-01,SH,"{""type"":""MultiPoint"",""coordinates"":[]}"
33,2.7109,0,7.6434,68.6893,12.8636,0,16.2698,0.1362,0,2022-10-01,SH,"{""type"":""MultiPoint"",""coordinates"":[]}"
34,2.1043,0,5.6643,31.7588,4.9346,0,6.6611,0.9844,4.0928,2022-11-01,SH,"{""type"":""MultiPoint"",""coordinates"":[]}"
35,0.5392,0,6.1910,3.8731,1.9056,0,9.3832,0.0339,0,2022-12-01,SH,"{""type"":""MultiPoint"",""coordinates"":[]}"
36,0.0086,0.0425,49.0340,5.3357,0.7743,0,76.8169,0,0,2023-01-01,SH,"{""type"":""MultiPoint"",""coordinates"":[]}"
37,0.0085,0,38.8844,9.5628,1.1474,0,29.5242,0,0,2023-02-01,SH,"{""type"":""MultiPoint"",""coordinates"":[]}"
38,2.4549,0,59.1272,39.9337,4.9246,0,20.3004,0.0085,0,2023-03-01,SH,"{""type"":""MultiPoint"",""coordinates"":[]}"
39,1.8685,0,78.8550,56.4190,4.7024,0,31.8534,0,0,2023-04-01,SH,"{""type"":""MultiPoint"",""coordinates"":[]}"
40,0.8519,0,90.3511,76.4235,8.7037,0,4.7290,0.0339,0,2023-05-01,SH,"{""type"":""MultiPoint"",""coordinates"":[]}"
41,4.1223,0,144.0988,102.3229,13.5671,0,3.7036,0,0,2023-06-01,SH,"{""type"":""MultiPoint"",""coordinates"":[]}"
42,1.6046,0,7.5381,91.9930,8.1678,0,2.6704,0.6537,0.0594,2023-07-01,SH,"{""type"":""MultiPoint"",""coordinates"":[]}"
43,4.2697,1.5623,17.2025,309.6761,46.8110,0,0.8262,2.8866,0,2023-08-01,SH,"{""type"":""MultiPoint"",""coordinates"":[]}"
44,2.5596,398.8174,47.3034,195.4993,13.7808,0,3.0422,0.9949,0.0340,2023-09-01,SH,"{""type"":""MultiPoint"",""coordinates"":[]}"
45,3.4596,35.4479,21.6053,83.6885,5.3491,0,33.4900,0.1528,0.0340,2023-10-01,SH,"{""type"":""MultiPoint"",""coordinates"":[]}"
46,0.9656,5.9317,6.2786,54.6774,12.8891,0,13.6856,0.0679,0.0769,2023-11-01,SH,"{""type"":""MultiPoint"",""coordinates"":[]}"
47,2.2465,3.0308,18.8130,16.1101,6.3964,0,11.2419,0.0255,0,2023-12-01,SH,"{""type"":""MultiPoint"",""coordinates"":[]}"
48,0.6725,2.6532,54.3476,3.6003,2.6435,0,18.9980,0,0,2024-01-01,SH,"{""type"":""MultiPoint"",""coordinates"":[]}"
49,0.2722,1.5111,0.2477,18.0934,4.2427,0,5.6149,0,0,2024-02-01,SH,"{""type"":""MultiPoint"",""coordinates"":[]}"
50,4.0447,2.0401,5.4602,13.9933,1.0149,0,19.2384,0,0.4614,2024-03-01,SH,"{""type"":""MultiPoint"",""coordinates"":[]}"
51,3.1661,47.5709,375.4139,27.6806,0.7580,0,132.4658,0.0085,0.0171,2024-04-01,SH,"{""type"":""MultiPoint"",""coordinates"":[]}"
52,1.1837,34.4997,86.8816,24.0694,9.5318,0,14.3999,0.0085,1.7772,2024-05-01,SH,"{""type"":""MultiPoint"",""coordinates"":[]}"
53,0.5606,107.6747,44.7939,43.1527,11.5008,0,6.6964,0,0,2024-06-01,SH,"{""type"":""MultiPoint"",""coordinates"":[]}"
54,0.6127,34.6031,1.4499,16.8447,4.9798,0,1.1890,0,0,2024-07-01,SH,"{""type"":""MultiPoint"",""coordinates"":[]}"
55,1.7222,2184.4248,0.0170,44.7211,23.9501,0,0,0,0,2024-08-01,SH,"{""type"":""MultiPoint"",""coordinates"":[]}"
56,4.4032,5735.9906,0,437.8591,60.5178,0,0.0341,0.0683,0,2024-09-01,SH,"{""type"":""MultiPoint"",""coordinates"":[]}"
57,3.5418,1375.8837,0,181.6342,43.2545,0,0.2038,0,0.2138,2024-10-01,SH,"{""type"":""MultiPoint"",""coordinates"":[]}"
58,3.4129,91.2405,0,18.0540,2.7934,0,3.4706,0,0,2024-11-01,SH,"{""type"":""MultiPoint"",""coordinates"":[]}"
59,0,0,0,0,0,9682.3391,0,0,0,2024-12-01,SH,"{""type"":""MultiPoint"",""coordinates"":[]}"
