system:index,Bio Sub,Chemical control,Invasion,Mowing 1st,Mowing 2nd,No change,Recurring,Waterlogging,Waterlogging 2,date,region,.geo
44,9.7224,1.2722,3.2926,93.8899,1.6049,0,16.0318,1.8870,0.2310,2023-09-01,FJ,"{""type"":""MultiPoint"",""coordinates"":[]}"
45,24.6480,0.0712,18.3919,3.7056,0.1068,0,46.1062,1.4486,0.1511,2023-10-01,FJ,"{""type"":""MultiPoint"",""coordinates"":[]}"
46,11.9815,0.2404,13.9617,11.4487,1.3906,0,65.4618,4.0528,0.0178,2023-11-01,FJ,"{""type"":""MultiPoint"",""coordinates"":[]}"
47,5.7443,0.4007,2.3688,1.0488,1.0388,0,37.1065,0.9632,0,2023-12-01,FJ,"{""type"":""MultiPoint"",""coordinates"":[]}"
48,2.1590,0.1423,0.7234,7.0889,1.3622,0,14.5270,0.5478,0,2024-01-01,FJ,"{""type"":""MultiPoint"",""coordinates"":[]}"
49,1.3569,0,0.5711,5.5137,9.1732,0,5.6776,0.4933,0,2024-02-01,FJ,"{""type"":""MultiPoint"",""coordinates"":[]}"
50,14.1237,0.0178,0.3671,21.2306,18.6361,0,27.4500,0.0799,0,2024-03-01,FJ,"{""type"":""MultiPoint"",""coordinates"":[]}"
51,4.4749,0.6138,2.1152,5.8339,8.1918,0,58.1588,0.1621,0,2024-04-01,FJ,"{""type"":""MultiPoint"",""coordinates"":[]}"
52,5.3665,0.0889,1.3554,16.3594,14.9177,0,12.2221,0.6315,0,2024-05-01,FJ,"{""type"":""MultiPoint"",""coordinates"":[]}"
53,0.8976,0.1602,0.7085,5.4078,22.4251,0,10.6269,0.8278,0,2024-06-01,FJ,"{""type"":""MultiPoint"",""coordinates"":[]}"
54,1.4489,0.6138,0.7311,3.1510,29.4976,0,2.1102,1.0679,0.0178,2024-07-01,FJ,"{""type"":""MultiPoint"",""coordinates"":[]}"
55,6.3464,1.6370,0.7573,3.8894,37.9674,0,0.4549,0.2933,0,2024-08-01,FJ,"{""type"":""MultiPoint"",""coordinates"":[]}"
56,8.1291,33.3050,0.0896,10.2937,44.7995,0,0.0447,0,0.0979,2024-09-01,FJ,"{""type"":""MultiPoint"",""coordinates"":[]}"
57,3.4330,11.0555,0,1.5779,9.5730,0,0.1085,0,0,2024-10-01,FJ,"{""type"":""MultiPoint"",""coordinates"":[]}"
58,2.8795,5.3770,0.1341,5.7926,7.3764,0,1.5277,0.0627,0.1903,2024-11-01,FJ,"{""type"":""MultiPoint"",""coordinates"":[]}"
59,0,0,0,0,0,504.2977,0,0,0,2024-12-01,FJ,"{""type"":""MultiPoint"",""coordinates"":[]}"
