system:index,Bio Sub,Chemical control,Invasion,Mowing 1st,Mowing 2nd,No change,Recurring,Waterlogging,Waterlogging 2,date,region,.geo
24,1.7664,0,69.7270,49.0429,5.7040,0,18.9913,0.0672,0.1429,2022-01-01,JS,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,2.2848,0,225.4558,43.2985,7.1719,0,54.0512,0.0165,0,2022-02-01,JS,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,6.5094,0,77.0193,30.6841,1.0376,0,57.4902,0.0083,0,2022-03-01,JS,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,6.3778,0,57.8376,59.2678,1.3494,0,60.4896,0.0498,0,2022-04-01,JS,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,2.4823,0,85.3815,40.9596,5.4686,0,4.6828,0.0415,0,2022-05-01,JS,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,7.3304,0,252.6259,61.6558,22.2488,0,9.4567,1.1039,0.4867,2022-06-01,JS,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,6.1490,0,128.0108,78.2824,21.3574,0,8.9744,0.8155,0.3932,2022-07-01,JS,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,9.2088,0,62.6993,76.6980,22.3263,0,2.9774,1.7445,0.1499,2022-08-01,JS,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,12.0260,0.8176,138.7120,65.7058,17.2271,0,7.2067,7.4269,0.8083,2022-09-01,JS,"{""type"":""MultiPoint"",""coordinates"":[]}"
33,4.2642,4.7688,36.3802,26.1012,3.6670,0,4.3069,0.5248,0.2576,2022-10-01,JS,"{""type"":""MultiPoint"",""coordinates"":[]}"
34,5.9976,0.2612,130.8304,37.7376,2.9159,0,15.2197,0.6586,0.1909,2022-11-01,JS,"{""type"":""MultiPoint"",""coordinates"":[]}"
35,0.9917,0.1264,35.6863,33.4773,1.1163,0,10.2279,0.1831,0.0415,2022-12-01,JS,"{""type"":""MultiPoint"",""coordinates"":[]}"
36,0.6701,0.1348,38.4329,115.6554,2.5758,0,7.5786,1.1116,0.3573,2023-01-01,JS,"{""type"":""MultiPoint"",""coordinates"":[]}"
37,0.1920,0.0506,31.9991,253.3347,5.1744,0,4.3625,0.4449,0.4030,2023-02-01,JS,"{""type"":""MultiPoint"",""coordinates"":[]}"
38,1.8022,0,83.3725,180.6794,8.9004,0,4.5073,3.1006,0.0903,2023-03-01,JS,"{""type"":""MultiPoint"",""coordinates"":[]}"
39,1.5595,0,87.0459,123.3403,3.3483,0,5.0500,2.0670,2.1915,2023-04-01,JS,"{""type"":""MultiPoint"",""coordinates"":[]}"
40,4.7998,0.0819,68.1815,102.8257,4.8495,0,2.6433,10.0798,0.0839,2023-05-01,JS,"{""type"":""MultiPoint"",""coordinates"":[]}"
41,2.0075,0.4818,157.3138,226.3628,8.1800,0,3.0831,29.9911,1.1503,2023-06-01,JS,"{""type"":""MultiPoint"",""coordinates"":[]}"
42,0.7400,0.1014,18.9170,597.0437,15.1221,0,4.1910,27.5548,4.5440,2023-07-01,JS,"{""type"":""MultiPoint"",""coordinates"":[]}"
43,1.8815,0.3603,72.8594,1079.9426,21.4398,0,15.1363,36.9672,11.8521,2023-08-01,JS,"{""type"":""MultiPoint"",""coordinates"":[]}"
44,0.8648,32.0157,39.4459,1950.4430,38.7408,0,4.0651,59.3847,199.5795,2023-09-01,JS,"{""type"":""MultiPoint"",""coordinates"":[]}"
45,0.7662,39.7176,9.5318,2868.6639,54.1864,0,1.8351,96.2011,611.0992,2023-10-01,JS,"{""type"":""MultiPoint"",""coordinates"":[]}"
46,1.0233,9.0346,3.2478,1337.1090,34.1372,0,2.6439,121.4951,1371.1372,2023-11-01,JS,"{""type"":""MultiPoint"",""coordinates"":[]}"
47,0.7315,7.2935,8.5511,179.5799,4.4627,0,23.7345,128.5730,345.7035,2023-12-01,JS,"{""type"":""MultiPoint"",""coordinates"":[]}"
48,0.4365,3.4886,4.5339,94.0377,1.9644,0,32.6686,22.3945,12.6276,2024-01-01,JS,"{""type"":""MultiPoint"",""coordinates"":[]}"
49,0.4725,3.6652,1.5154,235.2615,17.5976,0,36.9180,18.1201,1.2429,2024-02-01,JS,"{""type"":""MultiPoint"",""coordinates"":[]}"
50,0.7313,7.0448,8.9419,364.1098,48.2705,0,203.9009,39.7370,14.8360,2024-03-01,JS,"{""type"":""MultiPoint"",""coordinates"":[]}"
51,3.3345,5.3384,44.1184,160.1556,10.4104,0,341.6967,106.1355,11.2387,2024-04-01,JS,"{""type"":""MultiPoint"",""coordinates"":[]}"
52,1.8895,1.4732,32.5259,324.2584,29.6862,0,157.6846,265.5974,27.0937,2024-05-01,JS,"{""type"":""MultiPoint"",""coordinates"":[]}"
53,2.2163,6.0624,34.7939,2083.3990,92.8459,0,175.7450,515.6413,215.7801,2024-06-01,JS,"{""type"":""MultiPoint"",""coordinates"":[]}"
54,4.0164,1.4436,2.0504,1589.4980,55.8044,0,18.4853,126.6820,204.0001,2024-07-01,JS,"{""type"":""MultiPoint"",""coordinates"":[]}"
55,3.9666,36.7396,0.0673,1251.8329,164.4226,0,1.2700,213.8155,323.4223,2024-08-01,JS,"{""type"":""MultiPoint"",""coordinates"":[]}"
56,12.5992,640.2442,0.0084,990.1026,488.6225,0,0.3371,120.2106,154.9380,2024-09-01,JS,"{""type"":""MultiPoint"",""coordinates"":[]}"
57,3.3578,318.1140,0.0589,248.3747,55.3103,0,1.3061,53.3718,127.6541,2024-10-01,JS,"{""type"":""MultiPoint"",""coordinates"":[]}"
58,4.9955,107.0298,0.5948,38.8265,5.2206,0,22.1745,18.1628,1.4387,2024-11-01,JS,"{""type"":""MultiPoint"",""coordinates"":[]}"
59,0,0,0,0,0,4539.4325,0,0,0,2024-12-01,JS,"{""type"":""MultiPoint"",""coordinates"":[]}"
