system:index,Bio Sub,Chemical control,Invasion,Mowing 1st,Mowing 2nd,No change,Recurring,Waterlogging,Waterlogging 2,date,region,.geo
39,0.5712,0,1.5537,73.2406,9.5152,0,5.8629,0.0631,0.1278,2023-04-01,SD,"{""type"":""MultiPoint"",""coordinates"":[]}"
40,0.1126,0,3.8661,42.3639,5.3497,0,14.0638,1.0743,0.5670,2023-05-01,SD,"{""type"":""MultiPoint"",""coordinates"":[]}"
41,0.3379,0,17.0674,31.7088,2.5154,0,2.6506,6.6034,1.4614,2023-06-01,SD,"{""type"":""MultiPoint"",""coordinates"":[]}"
42,0.0322,0,0.2159,110.9176,19.5572,0,0.8019,33.9703,7.2171,2023-07-01,SD,"{""type"":""MultiPoint"",""coordinates"":[]}"
43,0.4827,0.7366,1.6800,443.2692,27.3394,0,1.0942,11.4460,1.2229,2023-08-01,SD,"{""type"":""MultiPoint"",""coordinates"":[]}"
44,0.1528,3.3108,5.3943,491.8485,14.7075,0,1.7523,4.0309,1.8621,2023-09-01,SD,"{""type"":""MultiPoint"",""coordinates"":[]}"
45,0.0724,0.2817,1.8698,127.6661,3.5229,0,0.5379,3.9981,6.1096,2023-10-01,SD,"{""type"":""MultiPoint"",""coordinates"":[]}"
46,0.4424,0.1771,0.0079,24.3081,1.3741,0,0.4830,0.7568,0.9188,2023-11-01,SD,"{""type"":""MultiPoint"",""coordinates"":[]}"
47,0.2252,0.0161,3.8040,21.1169,0.9762,0,3.3812,7.0109,3.1501,2023-12-01,SD,"{""type"":""MultiPoint"",""coordinates"":[]}"
48,0.1609,0.0644,0.0322,5.9575,0.6537,0,1.0456,1.0097,0.0398,2024-01-01,SD,"{""type"":""MultiPoint"",""coordinates"":[]}"
49,0.2172,1.6721,0.2638,3.2694,0.3357,0,9.9390,5.4636,0.0719,2024-02-01,SD,"{""type"":""MultiPoint"",""coordinates"":[]}"
50,0.0161,0.3186,0.3352,1.3548,0.3356,0,17.4780,5.9303,0.1197,2024-03-01,SD,"{""type"":""MultiPoint"",""coordinates"":[]}"
51,0.0803,1.3054,0.3981,5.8591,2.8868,0,29.5525,4.2763,0,2024-04-01,SD,"{""type"":""MultiPoint"",""coordinates"":[]}"
52,0.1045,0,0.8168,8.5783,5.1424,0,11.3363,8.4477,0,2024-05-01,SD,"{""type"":""MultiPoint"",""coordinates"":[]}"
53,0.1126,0,0.1361,5.4625,6.4901,0,0.9259,19.0943,0.7726,2024-06-01,SD,"{""type"":""MultiPoint"",""coordinates"":[]}"
54,0.0241,0.4777,0.0079,1.1534,6.5741,0,1.8900,11.3837,0.0320,2024-07-01,SD,"{""type"":""MultiPoint"",""coordinates"":[]}"
55,0.2011,10.5123,0.3444,1.7992,7.6132,0,2.1916,0.5353,0,2024-08-01,SD,"{""type"":""MultiPoint"",""coordinates"":[]}"
56,7.1191,31.9427,0,14.2012,37.7023,0,0.0080,0.1029,0,2024-09-01,SD,"{""type"":""MultiPoint"",""coordinates"":[]}"
57,1.0761,17.7616,0,10.0068,2.6714,0,0.2007,1.6385,0,2024-10-01,SD,"{""type"":""MultiPoint"",""coordinates"":[]}"
58,0.2005,4.7864,0.0080,1.2274,0.9058,0,0.4710,9.4954,0,2024-11-01,SD,"{""type"":""MultiPoint"",""coordinates"":[]}"
59,0,0,0,0,0,1362.6624,0,0,0,2024-12-01,SD,"{""type"":""MultiPoint"",""coordinates"":[]}"
