system:index,Bio Sub,Chemical control,Invasion,Mowing 1st,Mowing 2nd,No change,Recurring,Waterlogging,Waterlogging 2,date,region,.geo
15,0.6529,0,3.8452,3.4991,3.5865,0,0.5624,0,0,2021-04-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,0.8468,0,1.6058,13.2274,11.1881,0,0.6265,0,0,2021-05-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,1.9230,0,1.9729,3.6817,0.5481,0,0.9473,0,0,2021-06-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,1.9601,0,2.8305,2.4916,0.0915,0,7.4080,0,0,2021-07-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,2.5397,0,0.9572,7.1645,0.3592,0,2.0197,0,0,2021-08-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,6.7332,0,11.3209,2.9427,0.1565,0,4.9483,0,0,2021-09-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,3.1666,0,5.2022,9.4880,4.3357,0,0.3947,0,0,2021-10-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,0.7446,0,0.7738,4.4474,4.0251,0,0.0737,0,0,2021-11-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,0.1568,0,0.1291,5.7108,1.3872,0,0.4491,0,0,2021-12-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,0.2924,0,0.4412,1.8361,0.1556,0,1.3182,0,0,2022-01-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,0.3410,0,0.6177,1.8009,0.0641,0,0.8747,0.0277,0,2022-02-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,0.5890,0,1.7278,8.9976,11.5076,0,0.7854,0,0,2022-03-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,2.0266,0,0.5996,9.5903,3.2915,0,0.7564,0,0,2022-04-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,3.7944,0,3.1863,2.4005,0.2922,0,1.7880,0.4435,0,2022-05-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,2.5141,0,0.8115,1.2368,0.0367,0,0.4502,0,0,2022-06-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,0.7187,0,1.1251,1.5241,0.1476,0,0.9114,0,0,2022-07-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,1.3886,0,1.0970,2.3161,0.8850,0,0.8198,0,0.0370,2022-08-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,5.4877,0,0.6732,5.9389,2.2921,0,0.3958,0,0,2022-09-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
33,3.3020,0,1.4115,2.3800,0.6529,0,0.0645,0,0,2022-10-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
34,3.5774,0,1.3080,1.4253,0.5601,0,0.1380,0.1756,1.1920,2022-11-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
35,0.6668,0.0277,0.1010,1.5958,0.0184,0,0.0461,0.1940,0,2022-12-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
36,0.4331,0,0.0092,0.7627,0.4216,0,0.0186,0.0092,0,2023-01-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
37,0.8192,0,0.0275,1.9327,0.0371,0,0.0093,0.0832,0.0092,2023-02-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
38,2.5707,0,0.3411,1.1651,0.0184,0,0.1014,0.0739,0.3511,2023-03-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
39,1.4850,0,0.0460,0.6187,0.0276,0,0.1475,0.1939,0.0924,2023-04-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
40,1.3726,0,0.3225,0.5169,0,0,0.6543,0.6465,0,2023-05-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
41,1.2247,0,0.1013,3.5166,0.1383,0,0.3151,0.0830,0,2023-06-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
42,0.3873,0,0.0276,2.4445,0.0093,0,0.0371,0.3696,0,2023-07-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
43,0.3688,0,1.1895,3.5293,0.1113,0,0.5624,1.2277,0,2023-08-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
44,0.5077,0.0092,1.5952,15.0933,0.2137,0,0.7759,0.1756,0,2023-09-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
45,1.9415,0.0462,1.7322,31.0227,0.1486,0,0.5794,0.2402,0.0184,2023-10-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
46,1.2258,0.0462,0.3689,1.2099,0.0185,0,0.0368,0.1663,0,2023-11-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
47,0.6996,0,0.2029,2.7749,0.7301,0,0.0092,0,0,2023-12-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
48,0.4602,0.0185,0.7829,0.3784,0.0184,0,0.0733,0.0185,0,2024-01-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
49,0.6634,0.3138,1.8627,0.4242,0.0738,0,0.2305,0,0,2024-02-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
50,3.0964,0.1108,2.2500,0.3969,0.1842,0,0.9330,0.0277,0,2024-03-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
51,4.0835,0,1.1153,0.5075,0.1569,0,0.8957,0.0369,0.0092,2024-04-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
52,2.4624,0,0.1014,0.3046,0.1015,0,0.5353,0.0461,0,2024-05-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
53,0.4051,0,0.0460,0.3305,0.2682,0,0.0923,0.0185,0,2024-06-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
54,0.3970,0,0.2582,0.1199,0,0,1.4776,0,0,2024-07-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
55,4.2174,0.3877,0,0.8204,0.0832,0,0.0923,0,0,2024-08-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
56,9.2395,0.4896,0,1.0802,0.9231,0,0,0,0,2024-09-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
57,4.3121,0.2956,0.0738,0.1385,0.4157,0,0,0,0,2024-10-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
58,0.5234,0.0555,0.0553,0.0091,0,0,0.0458,0,0,2024-11-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
59,0,0,0,0,0,114.2985,0,0,0,2024-12-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
