system:index,Bio Sub,Chemical control,Invasion,Mowing 1st,Mowing 2nd,No change,Recurring,Waterlogging,Waterlogging 2,date,region,.geo
26,3.6617,0.0436,45.5515,64.5974,1.3874,0,72.2382,1.1770,0.9227,2022-03-01,ZJ,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,7.2943,0.0087,121.1609,54.6612,1.5333,0,115.9141,2.9737,1.4816,2022-04-01,ZJ,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,12.7960,0,265.0086,58.0616,1.6167,0,54.1022,0.4967,0.8279,2022-05-01,ZJ,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,7.1325,0.2967,287.9591,48.2944,3.1470,0,28.0719,2.4092,2.1901,2022-06-01,ZJ,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,3.6816,1.8360,338.6932,52.3467,3.1790,0,17.1913,7.2033,8.0756,2022-07-01,ZJ,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,6.8466,0.3940,178.8839,68.8891,14.4451,0,19.7431,11.1227,7.7701,2022-08-01,ZJ,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,5.0750,1.6185,41.0500,307.0106,20.7268,0,4.7135,3.5279,2.9589,2022-09-01,ZJ,"{""type"":""MultiPoint"",""coordinates"":[]}"
33,6.7190,1.5109,24.0109,323.2014,43.3793,0,3.8430,6.7897,3.8760,2022-10-01,ZJ,"{""type"":""MultiPoint"",""coordinates"":[]}"
34,9.9508,2.9073,73.9022,182.4768,23.4610,0,7.6835,16.4831,10.1746,2022-11-01,ZJ,"{""type"":""MultiPoint"",""coordinates"":[]}"
35,3.4145,9.2655,20.4606,171.5197,7.7126,0,2.7982,6.3496,5.8058,2022-12-01,ZJ,"{""type"":""MultiPoint"",""coordinates"":[]}"
36,3.6276,11.9957,6.7301,117.8220,6.1089,0,13.8430,8.0257,5.9368,2023-01-01,ZJ,"{""type"":""MultiPoint"",""coordinates"":[]}"
37,1.7354,10.3398,8.4453,27.6319,1.8846,0,15.5411,5.0495,6.2468,2023-02-01,ZJ,"{""type"":""MultiPoint"",""coordinates"":[]}"
38,4.5285,1.2632,25.6002,37.9968,3.5578,0,64.2860,6.6020,3.8479,2023-03-01,ZJ,"{""type"":""MultiPoint"",""coordinates"":[]}"
39,6.6956,0.1568,119.0439,51.0745,3.6077,0,69.5184,5.5328,2.2101,2023-04-01,ZJ,"{""type"":""MultiPoint"",""coordinates"":[]}"
40,5.7051,0.4529,44.6270,101.6151,3.2947,0,32.8229,5.5058,2.8562,2023-05-01,ZJ,"{""type"":""MultiPoint"",""coordinates"":[]}"
41,9.6241,0.5772,49.7256,168.1022,12.1659,0,33.0750,12.1027,6.1460,2023-06-01,ZJ,"{""type"":""MultiPoint"",""coordinates"":[]}"
42,9.1543,4.1002,48.1208,2649.8940,102.2524,0,25.4877,22.0286,4.0123,2023-07-01,ZJ,"{""type"":""MultiPoint"",""coordinates"":[]}"
43,3.0744,32.0388,30.1884,4462.0473,151.6384,0,21.6808,22.7340,35.2968,2023-08-01,ZJ,"{""type"":""MultiPoint"",""coordinates"":[]}"
44,6.3334,101.1339,32.0037,2346.4055,136.1936,0,27.3733,7.9814,38.5885,2023-09-01,ZJ,"{""type"":""MultiPoint"",""coordinates"":[]}"
45,7.1852,50.1699,53.5821,452.1420,28.1426,0,33.9807,13.2422,37.3400,2023-10-01,ZJ,"{""type"":""MultiPoint"",""coordinates"":[]}"
46,4.2590,15.3009,24.7520,660.3822,49.1071,0,7.3461,24.6350,21.4061,2023-11-01,ZJ,"{""type"":""MultiPoint"",""coordinates"":[]}"
47,5.0667,10.2332,46.0044,372.5499,45.3039,0,12.6842,68.5187,30.9773,2023-12-01,ZJ,"{""type"":""MultiPoint"",""coordinates"":[]}"
48,2.8578,7.4187,19.3372,59.0264,12.8735,0,22.9259,192.5409,37.8301,2024-01-01,ZJ,"{""type"":""MultiPoint"",""coordinates"":[]}"
49,6.6076,15.7597,9.2031,57.8035,7.2876,0,59.9255,65.1414,6.3180,2024-02-01,ZJ,"{""type"":""MultiPoint"",""coordinates"":[]}"
50,11.8227,9.5003,31.9503,90.2501,8.4816,0,271.7437,50.1109,12.9453,2024-03-01,ZJ,"{""type"":""MultiPoint"",""coordinates"":[]}"
51,10.6670,2.9400,91.8480,142.7255,26.6618,0,835.6457,150.1114,7.1724,2024-04-01,ZJ,"{""type"":""MultiPoint"",""coordinates"":[]}"
52,4.5545,0.5425,56.5656,541.9249,107.7950,0,173.5682,186.4279,51.8857,2024-05-01,ZJ,"{""type"":""MultiPoint"",""coordinates"":[]}"
53,3.0100,0.0436,24.1689,614.5776,88.7224,0,38.1478,116.0884,64.9270,2024-06-01,ZJ,"{""type"":""MultiPoint"",""coordinates"":[]}"
54,9.0409,3.8281,7.7699,534.2554,107.5765,0,6.4406,59.5126,6.9366,2024-07-01,ZJ,"{""type"":""MultiPoint"",""coordinates"":[]}"
55,17.4403,55.6070,0.4473,417.5053,235.2142,0,2.2459,54.5258,39.4804,2024-08-01,ZJ,"{""type"":""MultiPoint"",""coordinates"":[]}"
56,44.2624,324.1034,0.0086,441.3837,543.8245,0,5.6404,64.6202,15.4351,2024-09-01,ZJ,"{""type"":""MultiPoint"",""coordinates"":[]}"
57,31.0746,397.8100,0.0087,82.9681,108.3810,0,12.3744,11.8642,9.7491,2024-10-01,ZJ,"{""type"":""MultiPoint"",""coordinates"":[]}"
58,6.0517,56.6065,0.3880,21.5523,4.3871,0,36.5525,9.0366,0.5199,2024-11-01,ZJ,"{""type"":""MultiPoint"",""coordinates"":[]}"
59,0,0,0,0,0,4822.6106,0,0,0,2024-12-01,ZJ,"{""type"":""MultiPoint"",""coordinates"":[]}"
